1172824710729650176,2019-09-14 10:49:35,HomelandBulldo2,French Bulldog Puppies For Sale on #Google https://t.co/97k9e7254j,"['puppies', ['Google']]",False
1172799070068531200,2019-09-14 09:07:42,happylilly70,"Being with my niece&amp;nephew the afternoon,I need to go outside,Im permanently tired&amp; then can't sleep in night, need some fresh air(&amp;a workout😜)what's easy with them both,as to look after a box full of puppies is more easy lol😁😜few weeks for October,so happy&amp;looking forward☺️❤️","['puppies', []]",False
1172798614373974016,2019-09-14 09:05:53,serpentjunior,@essefortissimos “You chose the staffy and J chose the other one?”   {She followed behind the girl and smiled at the puppies},"['puppies', []]",False
1172798457800560640,2019-09-14 09:05:16,utau_Noemi,My sister doesn't like puppies :( Or any animal besides cats. She says the rest are only good for eating.,"['puppies', []]",False
1172798450997628929,2019-09-14 09:05:14,alkelly04,@TheBlarkKratos @Mrkayyyy I love dogs. Looking for puppies.,"['puppies', []]",False
1172798361071546368,2019-09-14 09:04:53,penikmatmilo,"Hush Puppies Daniella - Blue  Kondisi : BNIP Size : 39  Retail : Rp800,000 Sale : Rp395,000  100% Authentic or Money Back https://t.co/HSg92SsANL","['puppies', []]",True
1172798263394652160,2019-09-14 09:04:30,acenas_cheryl,"Not only is life a bitch, it has puppies.  LOUDRE ShinesAtABSCBNBall                                           @louyanong  @itsdredesu","['puppies', []]",False
1172798094603427841,2019-09-14 09:03:49,essefortissimos,@serpentjunior “A staffy And a cocker spaniel guess who chose which one”  She shook her head as they walked into the house and over to the puppies play pen,"['puppies', []]",False
1172798072570564608,2019-09-14 09:03:44,Madhura_IITM,Today marks two years since my first field trip to Dharamshala! Also two years since my obsession with sleep schedules of dogs began. First blurry attempts at photo-documenting fieldwork puppies👇   #dogsofdhasa #dogsoffieldwork #letthesleepingdogslie https://t.co/99x6gQoU22,"['puppies', ['dogsofdhasa', 'dogsoffieldwork', 'letthesleepingdogslie']]",True
1172797976525398016,2019-09-14 09:03:21,shakey18,"“Look, I’ve told you already, I don’t want to see any puppies so fuck off...” @funboyleigh https://t.co/Q9LmOCyVTx","['puppies', []]",True
1172797407521849344,2019-09-14 09:01:06,blackmayo89,the most evil addition to BL3: Skags whimpering like puppies when you kill them. now that just makes me sad ........,"['puppies', []]",False
1172797316895399936,2019-09-14 09:00:44,secular_com,"@RiseofBurnol @GauravPandhi Pappu was wrong , but that doesn't make these puppies right!!","['puppies', []]",False
1172797272200904705,2019-09-14 09:00:33,johncurach,"@jamie_kidwell @DennisDemori @Cernovich about a yr ago, lady terminated some unwanted puppies or kittens by suffocation, she landed in jail. It was on MSM   All comments where hate towards the woman.","['puppies', []]",False
1172797261677551616,2019-09-14 09:00:31,vonniegirl83,"Absolutely horrifying.  How much more are we going to tolerate before the hammer comes down? If these were PUPPIES, there would be world outrage. . . https://t.co/s2CBvz13Il","['puppies', []]",False
1172797226277658624,2019-09-14 09:00:22,VideosPuppy,https://t.co/JL0rkBeUY3   cute puppy animal | baby puppy playin  #PuppyVideos #PuppiesVideos #PuppyVideo #Dogs #Dog #Puppies #Puppy #Pets #Pet #CuteDogs #CuteDog #CutePuppies #CutePuppy https://t.co/GCflSjRB68,"['puppies', ['PuppyVideos', 'PuppiesVideos', 'PuppyVideo', 'Dogs', 'Dog', 'Puppies', 'Puppy', 'Pets', 'Pet', 'CuteDogs', 'CuteDog', 'CutePuppies', 'CutePuppy']]",True
1172797116680421376,2019-09-14 08:59:56,papi_lola,I got two puppies ❤️,"['puppies', []]",False
1172797115271188480,2019-09-14 08:59:56,spilltheTAE_,"gUYS,, ME AND MY FAMILY ARE GOING TO LOOK AT PUPPIES TODAY, HELP US DECIDE ON A NAME","['puppies', []]",False
1172796770209935360,2019-09-14 08:58:34,shivi_ita,"On fire today. All managed to sleep until 7:15, white wash done &amp; on the line, stew in slow cooker, batch of spag bol on ready for the freezer, having a bacon butty &amp; cuppa watching The Simpsons. Shower next then out to see our mate’s new puppies.","['puppies', []]",False
1172796673980084224,2019-09-14 08:58:11,heywhatsupstfu,So puppies pull pranks too? I’m punching myself if I don’t get a puppy soon  https://t.co/rET4rMYSlB,"['puppies', []]",True
1172796644804321280,2019-09-14 08:58:04,dhhaeru861015,5. he loves kids and puppies.,"['puppies', []]",False
1172795683595853824,2019-09-14 08:54:15,VideosPuppy,https://t.co/58ySfQrA7q   Evie Fox Red Labrador - rocking horse she chewed as a puppy  #PuppyVideos #PuppiesVideos #PuppyVideo #Dogs #Dog #Puppies #Puppy #Pets #Pet #CuteDogs #CuteDog #CutePuppies #CutePuppy,"['puppies', ['PuppyVideos', 'PuppiesVideos', 'PuppyVideo', 'Dogs', 'Dog', 'Puppies', 'Puppy', 'Pets', 'Pet', 'CuteDogs', 'CuteDog', 'CutePuppies', 'CutePuppy']]",False
1172795421086760961,2019-09-14 08:53:12,DogClubLife,Plaid Cotton Dog's Lounger Sofa  https://t.co/Yy4GHEmiRf  #dogsoftwitter #dogslife #dogs #dog #doggo #dogstuff #puppies #puppy https://t.co/R5KmMTHZrI,"['puppies', ['dogsoftwitter', 'dogslife', 'dogs', 'dog', 'doggo', 'dogstuff', 'puppies', 'puppy']]",True
1172795344213741568,2019-09-14 08:52:54,yooniejin,@official_ACE7 my two puppies!!,"['puppies', []]",False
1172794928570613760,2019-09-14 08:51:15,PETSUITFORFUN,Puppies planing for #Petsuit Giveaway 🎁 Coming soon https://t.co/BETN2IwCw8,"['puppies', ['Petsuit']]",True
1172794761775742976,2019-09-14 08:50:35,quiltaround,"Oops 😬 starting another sashiko panel, navy on cream. This is a new design I haven’t done before.  I’m exhausted after today’s destash day so it sewing 🧵 on the couch tonight with a couple of happy puppies 🐶 🐶… https://t.co/yV3LZhnqI2","['puppies', []]",False
1172794725180542978,2019-09-14 08:50:26,Saadkhanatd1,@Muhamma58146895 @ZaidZamanHamid Palto puppies,"['puppies', []]",False
1172794018272567297,2019-09-14 08:47:38,fiftyminus2,"Good morning David, thank you, I have to pop out later for bits &amp; bobs then I shall spend the rest of the day in the garden, 2 of my neighbours have puppies 🐶 &amp; I can hear them in their gardens it's so cute, happy Saturday to you both x 🍃⛅️🐝🌺🍂🎈🦄🌅🌈🦊🐱🐯🐸🐰🦋🐝🐚🐌🕸🐕🐩 https://t.co/CJLOnu2TLB","['puppies', []]",False
1172793825145655297,2019-09-14 08:46:52,hueningismybub,@txtonnews @TXT_members @TXT_bighit bec we all know how soobin loves puppies a lot— ok kai 😭💖💖,"['puppies', []]",False
1172793673089802240,2019-09-14 08:46:15,ObiWanCorbyni,@Andrew_Adonis I’m not saying that Andrew Adonis likes to molest puppies on the weekend. But people up and down the country are saying it and I think they should be heard.,"['puppies', []]",False
1172793466859872256,2019-09-14 08:45:26,nykalily,"to all the puppies &amp; otherwise stickin around, thanks 4 stickin around &lt;3 today's been a lot of emotions","['puppies', []]",False
1172793430390575105,2019-09-14 08:45:17,natally_bllack,Puppies https://t.co/vodQ1wdZmi,"['puppies', []]",True
1172793285225656320,2019-09-14 08:44:43,emmalee72,"Don't forget... I'm doing a webinar on Monday night about problem biting in puppies and adolescent dogs. So if conventional wisdom is getting in your way and you're seeing biting increase or maintained, perhaps you... https://t.co/kKbO3iC57H","['puppies', []]",False
1172793060465336320,2019-09-14 08:43:49,aly_thoee,I’m watching him play with puppies omg pls end me I love him sm,"['puppies', []]",False
1172792891560931328,2019-09-14 08:43:09,SteveRo32343920,"@burloutray410 Puppies like Weetabix as well   My brother, who’s always been a bit odd used to have Shredded Wheat (ugh) with a fried egg","['puppies', []]",False
1172792817887981568,2019-09-14 08:42:51,ttjesje,@samwisegamzee ok ill be surrounded by puppies for my whole life so whos life is really more fulfilling,"['puppies', []]",False
1172792769732988928,2019-09-14 08:42:40,Susanaa_C,What if the reason puppies cry is because they’re never going to see their mommies again 🥺😔,"['puppies', []]",False
1172792543714656257,2019-09-14 08:41:46,jessics23,First day back at work in nearly 3 weeks lol I’m hungover to shit but get to sit in a pen of puppies and PLAAAAAYY lol all your jobs suck,"['puppies', []]",False
1172792208333910017,2019-09-14 08:40:26,MoiraEwesfulone,@redflag3rd @Patrick63104016 @RED660 Some would. Sadly some never learn. Like puppies not knowing it’s their own teeth biting that tail,"['puppies', []]",False
1172792008655724544,2019-09-14 08:39:38,adigun_tomilayo,"Messy wants Tacha to play her Game. So she can try outshine her like she turned Daine and Ike to puppies   But Queen is on another Level. Alpha Female   Its only logical for her to be pained, loaded with hatred, and wish her disqualification   But Tacha's God pass her✌ #BBNaija https://t.co/thc2VMxVgD","['puppies', ['BBNaija']]",True
1172791752320856064,2019-09-14 08:38:37,Terri42620679,"Are you able to help mend this sweet dogs heart.? Abandoned with 2 dead puppies, she needs someone to help her recover from this traumatic mess that she's gone through.. 🙏🐕🐾💖 https://t.co/EWqVZI2iqk","['puppies', []]",False
1172791662810021888,2019-09-14 08:38:16,Terri42620679,"Are you able to help mend this sweet dogs heart.? Abandoned with 2 dead puppies, she needs someone to help her recover from this traumatic mess that she's gone through.. 🙏🐕🐾💖 https://t.co/EWqVZHKH1K","['puppies', []]",False
1172791614667804672,2019-09-14 08:38:05,suaminji,@brainy_z they look like two puppies,"['puppies', []]",False
1172791587681816576,2019-09-14 08:37:58,bigmodegh,I don't trust those girls who got puppies as their pet. They be putting some milk &amp; other stuff on their pussy for puppies to be licking them🙄,"['puppies', []]",False
1172790844988018688,2019-09-14 08:35:01,eternasunshine,💛💛💛 my puppies https://t.co/MS7o7iN1z2,"['puppies', []]",False
1172790558500241408,2019-09-14 08:33:53,Girl_by_the_Aga,Last one just left for his last year at uni and I am bereft. Send puppies! https://t.co/jmfmj1zJdR,"['puppies', []]",True
1172790453516800000,2019-09-14 08:33:28,SKiiMA_,@FluturaCSGO I'm sorry to hear that...I hope the puppies will be ok....but I would actually sue or make sure that the doctor doesn't work there...🙈☹,"['puppies', []]",False
1172790078009221120,2019-09-14 08:31:58,_SanHolo_,"So my wife leaves me to go on holiday with her mum for a week. Pray for me. Me with 2 hormonal, arsey kids and 2 puppies. And I’ve loads of work to do.","['puppies', []]",False
1172789805954019328,2019-09-14 08:30:53,wondercbx,i've been surrounded by puppies since yesterday and i am living the life,"['puppies', []]",False
1172789381175767040,2019-09-14 08:29:12,xoprincessbaby,I'm happy that all the puppies got a home but I'm actually starting to miss them. Inferno and Broly don't like it either. I can tell they hella sad,"['puppies', []]",False
1172789173498966016,2019-09-14 08:28:22,janked_julia,@SuperVic1976 @_Jesette_ @Alasfit Ohhh ok. So just fuck the fact that the puppies die a sad death huh? But nahhhh that’s what she gets 🙄,"['puppies', []]",False
1172788734875578369,2019-09-14 08:26:38,Sally17434673,@BTS_twt Yeotan is one of the cutest puppies ever!!!!!!!😍😍😍😍😍,"['puppies', []]",False
1172788239998103552,2019-09-14 08:24:40,Foster2309,@snpage15 Our puppies got to meet!,"['puppies', []]",False
1172787988935266304,2019-09-14 08:23:40,quietquintesse,@unsafezoned petty identity theft where r my 5 million puppies,"['puppies', []]",False
1172787683430731776,2019-09-14 08:22:27,konwers_,yes we're in love we have 4 puppies and we're engaged https://t.co/kBzSI4LQ9P,"['puppies', []]",True
1172787608788918274,2019-09-14 08:22:09,MaxySmol,"@HDmgRU Puppies, sushi, doggy style, cuddles,  idk, laser tag, both?","['puppies', []]",False
1172787338621194241,2019-09-14 08:21:05,VideosPuppy,https://t.co/fWzvygxYuK   A Puppy's Reaction to Nissan GTR Funny  #PuppyVideos #PuppiesVideos #PuppyVideo #Dogs #Dog #Puppies #Puppy #Pets #Pet #CuteDogs #CuteDog #CutePuppies #CutePuppy,"['puppies', ['PuppyVideos', 'PuppiesVideos', 'PuppyVideo', 'Dogs', 'Dog', 'Puppies', 'Puppy', 'Pets', 'Pet', 'CuteDogs', 'CuteDog', 'CutePuppies', 'CutePuppy']]",False
1172787312465367040,2019-09-14 08:20:59,ERlCKDIEL,@arianairis_ erick and puppies 🥺🥺🥺,"['puppies', []]",False
1172787053550948353,2019-09-14 08:19:57,DogClubLife,Santa Claus Dog's Christmas Costume  https://t.co/PbYp6Ok7kV  #dogsoftwitter #dogslife #dogs #dog #doggo #dogstuff #puppies #puppy https://t.co/0M4T0g5tKq,"['puppies', ['dogsoftwitter', 'dogslife', 'dogs', 'dog', 'doggo', 'dogstuff', 'puppies', 'puppy']]",True
1172786419678375937,2019-09-14 08:17:26,BoskysKennel,Champion Line Beagle Puppies https://t.co/lxYhaWvThI   Tags: #pet #kolkata #india #delhi #mumbai #bangalore #chennai #pune #gujarat #surat #dibrugarh #kalimpong #sikkim #kurseong #gangtok #darjeeling #siliguri #meghalaya #shillong #assam #chandigarh #gujrat #kerela #uttarpradesh https://t.co/NiAUD19nEI,"['puppies', ['pet', 'kolkata', 'india', 'delhi', 'mumbai', 'bangalore', 'chennai', 'pune', 'gujarat', 'surat', 'dibrugarh', 'kalimpong', 'sikkim', 'kurseong', 'gangtok', 'darjeeling', 'siliguri', 'meghalaya', 'shillong', 'assam', 'chandigarh', 'gujrat', 'kerela', 'uttarpradesh']]",True
1172786276593885184,2019-09-14 08:16:52,Sammy72123809,I named my two puppies   MISSY  and  SOPHIE,"['puppies', []]",False
1172786022024982529,2019-09-14 08:15:51,soapbox62,Two puppies euthanized after coming in contact with rabid bats https://t.co/zfVc25aD3Y,"['puppies', []]",False
1172785951011155968,2019-09-14 08:15:34,Myr_Naj,"@MiraEtcEtc @hibazinati What if the ppl who take the puppies end up abusing them, abandoning them or breeding them (specifically because they're beautiful)? Who will be responsible then &amp; how much will this contribute to multiplying the number of strays? Plz Hiba don't do it 😓","['puppies', []]",False
1172785845130031104,2019-09-14 08:15:09,trix8591,@PrincessBrats1 Would love to motor boat them puppies,"['puppies', []]",False
1172785551839121409,2019-09-14 08:13:59,tennuna,They're confirm it self that   Yeonjun : dad Soobin : mom Taehyun : oldest Beomgyu : maknae Heuningkai : puppies   What can i do with my yeonbin hearteu 😂🤣 #TOMORROW_X_TOGETHER @TXT_bighit @TXT_members,"['puppies', ['TOMORROW_X_TOGETHER']]",False
1172785045133651968,2019-09-14 08:11:58,Spencerclong,@lennyshuuh She made a joke about dead puppies she’s not funny,"['puppies', []]",False
1172784924966957056,2019-09-14 08:11:30,GetTheStrap_UK,@laura_sanko “Grappling puppies”😂😂,"['puppies', []]",False
1172784818872049664,2019-09-14 08:11:04,NYCTSubway,@KittyTaurus Thank you for the kind gif. Cute puppies and cats make everyone's day. ^JG,"['puppies', []]",False
1172824766383706112,2019-09-14 10:49:48,Centeemental,"my appetite been so bad sometimes eh but some days like yst night good ley okay anyways, I ate two caramel croissant w milk tea and I saw a chocolate ice cream photo on ig and I wanted to puke.... like usually that is just desert.","['ice cream', []]",False
1172824750118375424,2019-09-14 10:49:45,Pack1158,"Let's get this year started right! Our first pack meeting of the year, the Ice Cream Social, is coming up on Tuesday (9/17) in the AES cafeteria.","['ice cream', []]",False
1172824749837361152,2019-09-14 10:49:45,danverswhore,@616TORCH lets make a bet im gonna buy you ice cream if they make it canon and if they don’t u r gonna buy me,"['ice cream', []]",False
1172824660737699840,2019-09-14 10:49:23,karaheward,@Georgemcb3 @allenba77 @LovelyBoxerLilz @dtcb67 @Thomas_F81 @whiteboxerlayla @bluezed2003 @destructiondog @TaniaMariaWelch @HankBoxerdog @TaterSpeck Oh yes! She goes nuts as soon as she hears the ice cream van 😂,"['ice cream', []]",False
1172824641242419201,2019-09-14 10:49:19,monikamanchanda,@Miss_Thamizh Ice cream 🍦,"['ice cream', []]",False
1172824628290392064,2019-09-14 10:49:16,HWANGEAT,@I_HYUNJIN_U I remembered when seungmin put the ice cream on his mouth. And he was like eating the ice cream in his dream.,"['ice cream', []]",False
1172824592504807426,2019-09-14 10:49:07,EmoHobo,@Ice_Cream_Jones It's not sports game season until I see this years version of Alex Navarro.,"['ice cream', []]",False
1172824580211146752,2019-09-14 10:49:04,valeriewarming1,"Reposted from klavertjevier.kuurne (get_regrann)  -  It is always a pleaure to end your dinner this way.Bavarois of strawberry, chocolate, sorbet of strawberry, vanilla ice cream, strawberry coulis and heavy… https://t.co/DHGXALwYB5","['ice cream', []]",False
1172824548783415296,2019-09-14 10:48:57,pixielbbh,Yo @velvetrevolv3r6 just flipped off the ice cream man wtf bro,"['ice cream', []]",False
1172824530626080769,2019-09-14 10:48:52,jahdedios_,"GETTING TO KNOW YOU.   1. Relle (nickname lang) 2. Information Technology 3. kaka 19 lang  4. seafoods (medj langs) 5. SB19, aurums 6. Yes 7. No 8. Top 1 yung Go up sa myx, tas concert 9. Yes 10. fries and ice cream  Drop a picture of SB19 members and I'll send you the questions.","['ice cream', []]",False
1172824523231522816,2019-09-14 10:48:51,qvenefalsk,realisin im ugly and need another scoops ice cream,"['ice cream', []]",False
1172824501710725121,2019-09-14 10:48:45,Rosieamackay,@francofrancis @Sotonparkrun How was it Colin? Was there an ice cream man 😃,"['ice cream', []]",False
